fid,objtype,lokalid,navnerom,versjonid,datafangstdato,oppdateringsdato,datauttaksdato,opphav,kommunenummer,navn,Turnover_capita_retail_Omsetning
"328",Kommune,a1c460d1-b050-4c59-b309-eb5cdc8de2ff,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3037",,"45825"
"329",Kommune,e5e35a7f-53c6-4ef4-b5b1-38796d9f00d8,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4215",,"127509"
"330",Kommune,d0b3686c-fad0-45d4-bc87-c3c5528ee601,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190225000000",,,"3026",,"68673"
"331",Kommune,ea20afc9-b122-4996-b5ec-291a8cf8a879,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3017",,"61111"
"332",Kommune,9c2dca34-8f37-4a68-91bf-5983c18b40a3,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3034",,"56660"
"333",Kommune,d844ccd3-0f28-4dd8-9c7a-7c6d71a46123,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3411",,"110447"
"334",Kommune,58e7c80f-b9c2-43f6-99b7-4a0ac3eb923b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4220",,"31605"
"335",Kommune,7ab6dfbf-b403-402b-9a3c-8e9cdf3410e0,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3447",,"44842"
"336",Kommune,d83142aa-d004-4a60-86fb-6291b233c2ec,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3815",,"78323"
"337",Kommune,123e97ca-43df-4b98-9244-1bf9c98c8076,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3816",,"59087"
"338",Kommune,95d47c84-7d5c-4ad6-b05c-3f2e3ec80f82,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3423",,"79286"
"339",Kommune,6815741a-a3c3-4011-81a8-97d861af91ee,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3422",,"95232"
"340",Kommune,9ac00bfb-2139-44b7-9089-ff48b1acf1ac,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3006",,"93838"
"341",Kommune,16d03e0c-78cc-4dbc-aedb-03962284d27e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3027",,"30611"
"342",Kommune,0d7b8902-b8a3-4e1e-a9fc-df5b2733c617,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3011",,"139220"
"343",Kommune,9667a7b5-c49d-40fa-9826-25323e7aa30d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20050614000000",,,"3023",,"63991"
"344",Kommune,f4cc75d3-031e-48c7-ba78-66df9002c07a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3038",,"48184"
"345",Kommune,ce0fae43-1f8d-4da4-97b4-4a4961e923c0,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3003",,"90914"
"346",Kommune,f5284a4c-bf96-4050-bb44-ed9c2cbe94be,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3451",,"213252"
"347",Kommune,76f0d01d-8f55-4360-b240-952bb85dddff,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4221",,"76973"
"348",Kommune,30769506-ab4d-4a00-ab02-2eb28bfb5a90,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4222",,"166062"
"349",Kommune,1b838adc-5167-4b55-a773-fadbadee84b2,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20030701000000",,,"3401",,"101807"
"350",Kommune,04640fc1-a9a2-449a-b5b7-0dc8ea50dd32,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4226",,"36246"
"351",Kommune,3e0e7fb7-a067-4e5c-be22-ad58c7124d63,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3012",,"25220"
"352",Kommune,39eabef1-5fa1-408b-b011-2e233713c784,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3036",,"45933"
"353",Kommune,9948d9bd-c661-41d0-b47e-cb077fe231b9,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3015",,"42809"
"354",Kommune,1e84e1f2-4a95-4d04-9651-c68318d93127,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3004",,"103641"
"355",Kommune,6c179cd5-1d65-45df-b522-99168b93a84e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3446",,"100128"
"356",Kommune,12ddd70c-6a04-4194-804d-85ca51457dc6,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3434",,"113223"
"357",Kommune,ff289cbb-14c8-4c74-8a31-896b2c175667,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3421",,"139629"
"358",Kommune,9f5a089b-9f44-44d9-926c-96e03732e7ef,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20030630000000",,,"3018",,"17366"
"359",Kommune,17b84acb-5f26-45ee-a0aa-728a32c95f84,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3433",,"62855"
"360",Kommune,37f9dcca-d06d-41a0-b8e3-13fdfd94c854,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3022",,"90870"
"361",Kommune,b54ccf70-e272-4151-9700-7f80ce70cb38,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3813",,"116668"
"362",Kommune,a6d3e1db-c015-4f66-9913-eafb3cb277d5,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3001",,"97791"
"363",Kommune,837c552b-3a67-43ce-9d5d-5908397f3f74,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3812",,"31726"
